ID,台語羅馬字2,華語對譯,台語漢字,台語羅馬字,英文,freq,pos_h,,
2216,bio5-chun2,;瞄準;,瞄準,biau5-chun2,,247,VC,,
2220,,;苗圃;,苗圃,biau5-phou2,,128,Nc,,
2252,,;啤酒;,啤酒,bih-luh,,461,Na,,
2253,,;大肚子;,啤酒肚,bih-luh-tou2,,1356,,,
2258,,;刷;,笢,bin2,,149,VC,,
2326,,;面色紅潤;,面紅霓,bin7-ang5-ge5,,1119,,,
2354,,;面團團;,面圓淀,bin7-iN5-tiN7,,688,,,
2360,,;面龐;臉龐;,面匡,bin7-kheng,,585,Na,,
2419,,;悶嘴葫蘆;,密嘴,bit8-chhui3,,748,,,
2508,,;白費唇舌;白說;多費唇舌;徒費唇舌;,無彩嘴,bo5-chhai2-chhui3,,4034,VC,,
2509,,;白說;,無采嘴舌,bo5-chhai2-chhui3-chih8,,3432,VC,,
2514,bo5-chhioh-phe5,;不痛不癢;,無螫皮,bo5-chhioh-phoe5,,3296,VH,,
2518,,;不善詞令;木訥寡言;,無嘴水,bo5-chhui3-chui2,,4188,,,
2519,,;木訥寡言;,無嘴花,bo5-chhui3-hoe,,2819,,,
2520,,;沒胃口;,無嘴斗,bo5-chhui3-tau2,,2911,,,
2665,,;掉以輕心;漫不經心;,無兢心,bo5-kin-sim,,4106,VI;VH,,
2684,,;沒種;,無膦脬,bo5-lan7-pha,,3125,VC;VH,,
2693,,;口不擇言;,無斂嘴,bo5-liam3-chhui3,,3397,VH,,
2696,,;不怕;,無懾,bo5-liap,,3094,,,
2895,,;冬葵子;石臼;磨盤草;,磨仔礅,bo7-a2-tun2,,1402,Na,,
2902,,;多費唇舌;費唇舌;,磨嘴舌,boa5-chhui3-chih8,,1770,VH,,
2980,be2-chui,;下椎;尾骨;屁股;尾椎;,尾椎,boe2-chui,,1450,Na,,
2981,be2-chui-kut,;尾骨;椎骨;薦骨;,尾椎骨,boe2-chui-kut,,1179,Na,,
3006,be2-nia7-kut,;尾椎骨;薦骨;,尾岭骨,boe2-nia7-kut,,1093,Na,,
3098,,;木槿;,木槿,bok8-kin2,,349,Na,,
3111,,;無患子;,木欏,bok8-lo5,,3169,,,
3112,,;台灣欒樹;,木欒仔,bok8-loan5-a2,,1702,,,
3117,,;木乃伊;,木乃伊,bok8-nai2-i,,1230,Na,,
3125,,;苜蓿;,苜蓿,bok8-siok,,213,Na,,
3138,,;滔滔;,漭漭,bong2-bong2,,123,VH,,
3160,,;比目魚;,罔魦,bong3-se,,753,Na,,
3164,,;濛;,濛,bong5,,172,b,,
3169,,;濛濛;,濛濛,bong5-bong5,,135,VH,,
3171,,;毛毛雨;,濛霧雨,bong5-bu7-hou7,,1104,Na,,
3175,,;雲母;,硭石,bong5-chioh8,,476,Na,,
3195,,;蒙特婁;,蒙特婁,Bong5-tek8-lou5,,624,Nc,,
3221,,;紈褲子弟;,妄傖客,bong7-song5-kheh,,695,Na,,
3253,,;牟;,牟,bou5,,133,Nb,,
3315,,;矮壯;,武綑,bu2-khun2,,278,,,
3335,,;撫恤;,撫恤,bu2-sut,,330,VC,,
3342,,;粗壯;,武腯,bu2-thun2,,292,VH,,
3348,,;矮壯;,武腯,bu2-tun2,,258,,,
3353,,;蕪菁;,蕪菁,bu5-chhiN,,281,Na,,
3366,,;無可諱言;,無可諱言,bu5-kho2-hui3-gian5,,2769,Dk,,
3396,,;呵癢;,撫胝,bu7-ti,,538,,,
3405,,;穿山甲;,湓仔,bun3-a2,,1228,Na,,
3406,bun3-chhan5-tu,;鼬獾;,湓田豬,bun3-chhan5-ti,,1058,,,
3408,,;冒出來;湧出來;,湓出來,bun3-chhut-lai5,,2634,VR,,
3409,,;冒泡;,湓波,bun3-pho,,281,VH,,
3428,,;文藻;,文藻,Bun5-cho2,,700,Na;io;Nb,,
3554,,;早潮;,早淀,cha2-tiN7,,623,,,
3581,,;婢女;,查某,cha-bou2-kan2,,1000,Na,,
3619,,;查獲;,查獲,cha-hek8,,637,VE,,
3674,,;財閥;,財閥,chai5-hoat8,,230,Na,,
3694,,;疝氣;,臍疝,chai5-san3,,238,Na,,
3835,,;斬獲;,斬獲,cham2-hek8,,460,Na,,
3843,,;加價;加碼;,巉價,cham3-ke3,,388,VA,,
3847,,;chah實;完美;美觀;精緻;牢固;周全;,嶄巖,cham5-gam5,,1020,VH,,
3848,,;牢固;,巉岩,cham5-giam5,,182,VH,,
3854,,;細心;,站岑,cham7-gam2,,784,VH,,
3855,,;嚴謹;牢靠;撙節;,站巖,cham7-gam5,,657,VJ;VH,,
3881,,;吭氣;敲邊鼓;聲援;,贊嘴,chan3-chhui3,,969,VA;VC,,
3899,,;突刺;,剸,chan5,,255,,,
3915,,;刺殺;,剸殺,chan5-sat,,524,VC,,
3916,,;刺殺;,剸死,chan5-si2,,698,VC,,
3926,,;敲邊鼓;,贈嘴,chan7-chhui3,,850,VA,,
3927,chan3-chhui3,;幫腔;,贊嘴,chan7-chhui3,,689,VA,,
3951,,;沖水;,淙水,chang5-chui2,,983,,,
3952,,;淋浴;,淙浴,chang5-ek8,,385,VA,,
3958,,;蓑衣;簑衣;,棕簑,chang-sui,,421,Na,,
4012,chap8-liam7-ju5,;耍貧嘴;嘮嘮叼叼;,雜唸茹,chap8-liam7-ji5,,809,,,
4067,,;鄒;,鄒,Chau,,179,Nb,,
4144,chau2-sio-jiok,;追逐;賽跑;,走相迮,chau2-sio-jek,,1686,VA;VC,,
4168,,;打小報告;告密;,奏嘴,chau3-chhui3,,1297,VA;VB,,
4169,,;線民;,奏嘴媌,chau3-chhui3-ba5,,1046,Na,,
4371,chit8-le5,;蒺藜;,蒺藜,chek8-le5,,680,Na,,
4381,,;脊椎;,脊椎,chek-chui,,373,Na,,
4392,,;勒索;敲竹槓;敲詐;,搾猴管,chek-kau5-kng2,,872,VD;VB,,
4395,,;擠牙膏;,搾齒膏,chek-khi2-ko,,940,,,
4419,,;內傷;,踧傷,chek-siong,,714,Na,,
4428,,;扭傷;,躓著,chek-tioh8,,1417,VR,,
4432,,;這個麼;,這麼,che-ma7,,4104,,,
4450,,;盅;,盅,cheng,,458,Nf,,
4554,,;物議;,眾人嘴,cheng3-lang5-chhui3,,2507,,,
4683,,;悄悄;,靜悄悄,cheng7-chhiau2-chhiau2,,438,Dh,,
4684,,;靜悄悄;,靜悄悄,cheng7-chhiauh-chhiauh,,508,VH,,
4757,,;僧伽;,僧伽,cheng-ka,,1196,,,
4778,,;僧侶;,僧侶,cheng-li7,,624,Na,,
4795,cheng-piang3,;打劫;打家劫舍;搶劫;,舂乓,cheng-piaN3,,1435,VA;VC,,
4796,cheng-piang3-chhat8,;盜匪;搶匪;,舂乓賊,cheng-piaN3-chhat8,,676,Na,,
4798,,;強盜;,舂乓賊,cheng-piang3-chhat8,,648,Na,,
4830,,;僧多粥少;,僧多粥少,cheng-to-chiok-siau2,,3510,VH,,
4845,,;吵嘴;,吵嘴,chha2-chhui3,,735,VA,,
4846,,;抬槓;,吵嘴齒,chha2-chhui3-khi2,,894,VA,,
4875,,;短翅樹鶯;,柴鶺鴒,chha5-chit-leng5,,1186,,,
4902,,;松果;松球;,柴檑,chha5-lui5,,348,Na,,
4913,,;木片;,柴栟仔,chha5-phiaN2-a2,,1007,Na,,
4945,,;插口;插嘴;,插嘴,chhah-chhui3,,824,VA,,
4969,,;睬;,睬,chhai2,,146,b,,
5024,,;菜種;,菜籽,chhai3-chi2,,840,Na,,
5048,,;蔓菁;蕪菁;,菜确,chhai3-khok8,,328,Na,,
5058,,;菜瓜布;,菜瓜蔞,chhai3-koe-li5,,732,,,
5067,,;菜餚;,菜餚,chhai3-ngau5,,370,Na,,
5071,,;菜圃;,菜圃,chhai3-phou2,,374,Nc,,
5156,,;矗立;,矗立,chhak-lip8,,257,VH,,
5183,,;涔;,涔,chham5,,76,b,,
5209,,;攙和;,攙濫,chham-lam7,,1444,VC,,
5224,chhan3-phe5,;梧桐;,襯皮,chhan3-phoe5,,240,Na,,
5260,,;蜻蜓;,田蛉,chhan5-ni,,714,Na,,
5266,,;船形帽;,田棓帽,chhan5-pe-bo7,,711,,,
5325,,;打岔;多嘴;插嘴;置嘴;,插嘴,chhap-chhui3,,2197,VA;VH,,
5326,,;插嘴;,插嘴插舌,chhap-chhui3-chhap-chih8,,1019,VA,,
5327,,;插嘴;亂七八糟;,插嘴筅,chhap-chhui3-chheng2,,1292,VA;VH,,
5429,,;草叢;,草蘢,chhau2-lang,,625,Na,,
5455,chhau2-toe7-song5,;土包子;田舍郎;鄉巴佬;,草地傖,chhau2-te7-song5,,1388,Na,,
5492,,;口臭;,臭嘴,chhau3-chhui3,,698,,,
5493,,;口角炎;,臭嘴頷,chhau3-chhui3-ham,,873,,,
5494,,;口角炎;,臭嘴角,chhau3-chhui3-kak,,963,,,
5495,,;口角炎;,臭嘴邊,chhau3-chhui3-piN,,998,,,
5496,,;樗;,臭椿,chhau3-chhun,,391,,,
5524,chhau3-he2-hun,;焦味;煙臭味;臭火燻;燒焦;,臭火燻,chhau3-hoe2-hun,,1232,VR,,
5536,,;哈喇;酸腐;,臭油餲,chhau3-iu5-ai,,644,VH,,
5542,,;臭兮兮;臭氣沖天;,臭啣啣,chhau3-kaN7-kaN7,,693,VH,,
5546,,;巧合;偏巧;湊巧;,湊巧,chhau3-kha2,,580,Db;Dd;Da;VH,,
5547,,;碰巧;巧合;湊巧;,湊勘,chhau3-kham2,,497,Db;Dd;Da;VH,,
5550,,;腳汗;腳臭;,臭腳餿,chhau3-kha-sioh8,,1152,,,
5556,,;汗臭;,臭汗餿,chhau3-koaN7-sioh8,,527,,,
5570,,;咬舌兒;,臭奶獃,chhau3-ni-tai,,739,,,
5597,,;臭味;酸腐;,臭餿,chhau3-sioh8,,444,Na;VH,,
5598,,;怪味;腐臭味;餿味;,臭餿味,chhau3-sioh8-bi7,,624,,,
5612,,;鍋巴;,臭凋庀,chhau3-ta-phi2,,482,Na,,
5623,,;可巧;巧合;恰巧;湊巧;碰巧;,湊抵巧,chhau3-tu2-kha2,,1004,Db;Dd;Da;VH,,
5624,,;巧合;偶然;湊巧;碰巧;,湊抵勘,chhau3-tu2-kham2,,817,Db;Dd;Da;VH,,
5628,,;淋漓;,漕漕滴,chhau7-chhau7-tih,,810,VH,,
5649,,;汊;,汊,chhe,,204,b,,
5664,,;爽口;,脆嘴,chhe3-chhui3,,638,VH,,
5728,,;呎;,呎,chhek,,205,Nf,,
5786,,;岔口;,岔路口,chhe-lou7-khau2,,900,Na,,
5794,chhiN2-chhui3,;可口;爽口;醒;開胃;新鮮可口;,醒嘴,chheN2-chhui3,,1353,VA;VH,,
5807,chhoN-bi5-chiu2,;生啤酒;,生啤酒,chheN-bi5-chiu2,,1234,Na,,
5828,chhiN-chhui3,;鯖魚;青嘴龍占;,青嘴,chheN-chhui3,,1274,Na,,
5886,,;槍口;,銃嘴,chheng3-chhui3,,712,Nc,,
5934,,;松果;松球;,松柏檑,chheng5-peh-lui5,,766,Na,,
6011,,;檉柳;,檉柳,chheng-liu2,,314,,,
6033,,;合歡樹;,青裳,chheng-siong5,,847,,,
6055,chhiN-heng5,;夜鷺;,青,chheN-heng5,,736,,,
6076,chhiN-ioh,;雨蛙;青蛙;樹蛙;,青虳,chheN-ioh,,1363,Na,,
6118,chhiN-leng3-leng3,;青翠;青蔥;,青蘢蘢,chheN-leng3-leng3,,688,VH,,
6120,chhiN-leng-leng,;綠油油;蔚藍;,青瓏瓏,chheN-leng-leng,,775,Na;VH,,
6124,chhiN-mi5,;失明;瞎眼;瞎子;,青瞑,chheN-me5,,1217,Na;VH,,
6125,chhiN-mi5-bak8,;瞎眼;,青瞑目,chheN-me5-bak8,,1329,VH,,
6126,chhiN-mi5-bong,;抓瞎;暗中摸索;摸索;摸瞎;瞎抓;,青瞑摸,chheN-me5-bong,,1578,VC;VE,,
6129,chhiN-mi5-gu5,;文盲;睜眼瞎子;,青瞑牛,chheN-me5-gu5,,1507,Na,,
6130,chhiN-mi5-moa5,;盲鰻;,青瞑鰻,chheN-me5-moa5,,828,,,
6153,chhiN-siuN,;青葙;,青葙,chheN-siuN,,697,,,
6154,chhiN-siuN-chi2,;青葙;,青葙子,chheN-siuN-chi2,,1253,,,
6166,chhiN-thau5-chhiok,;黑面;,青頭鵲,chheN-thau5-chhiok,,1440,,,
6172,chhiN-tian7,;靛藍;,菁靛,chheN-tian7,,406,A,,
6187,,;奢;,侈,chhi2,,171,b,,
6199,chhu2-lau7-chhng,;結核性淋巴腺炎;,鼠瘺瘡,chhi2-lau7-chhng,,808,,,
6262,,;刺莧;,刺蒐,chhi3-sou,,419,,,
6276,chhi3-gui7,;刺蝟;,刺蝟,chhi3-ui7,,599,Na,,
6365,,;奢侈;,奢侈,chhia-chhi2,,427,VH,,
6366,,;奢侈品;,奢侈品,chhia-chhi2-phin2,,520,Na,,
6397,,;赤&#39918;;,赤&#399,chhiah-chang,,472,,,
6425,,;光屁股;,赤褲膦,chhiah-khou3-lan7,,1241,,,
6428,,;木槿;,赤槿,chhiah-kin2,,431,Na,,
6430,,;紡織娘;螽蟴;,赤韁,chhiah-kiuN,,502,Na,,
6460,,;圓鍬;,鍘銚,chhiah-thio,,338,,,
6478,,;撐持;,硨鉗,chhia-khiN5,,399,VC,,
6486,,;硨磲貝;,硨磲,chhia-ku5,,331,,,
6493,,;翻跟頭;,硨輾斗,chhia-lin3-tau2,,1653,VA,,
6505,,;叉子;,鋟仔,chhiam2-a2,,1119,Na,,
6506,,;叉子;,鐕仔,chhiam2-a2,,990,Na,,
6507,,;螞蝗釘;,鐕釘,chhiam2-teng,,292,,,
6508,,;尖刀;,鐕刀,chhiam2-to,,434,Na,,
6513,,;雕刻刀;,鑯刀,chhiam3-to,,448,,,
6521,chhiam-ku2,;推舉;,僉舉,chhiam-ki2,,666,VF,,
6579,,;茜草;,茜草,chhian3-chhau2,,452,,,
6627,,;沖;,戕,chhiang5,,200,VC,,
6630,,;土鑿;鏟子;,戕仔,chhiang5-a2,,1075,Na,,
6634,,;戕害;,戕害,chhiang5-hai7,,358,VC,,
6642,,;千赫;,千赫,chhian-hek,,429,Nf,,
6656,,;千里馬;,千里駒,chhian-li2-khu,,782,Na,,
6678,,;翻覆;翻騰;,硨反,chhia-peng2,,630,VA,,
6690,,;折騰;爭論;計較;,硨盤,chhia-poaN5,,853,VK;VC;VE,,
6734,,;推倒;,硨倒,chhia-to2,,906,VR,,
6750,,;悄;,悄,chhiau2,,88,b,,
6786,,;大事騷擾;,抄人鮭,chhiau-lang5-ke5,,2721,,,
6802,chhi-chham2-chheh,;痛哭;慟哭;,悽慘啜,chhi-chham2-chhoeh,,866,VA,,
6807,,;哭泣;,嗤嗤嗆嗆,chhi-chhi-chhngh-chhngh,,487,VA,,
6810,,;呆笨;騃癡;癡呆;癡騃;,癡騃,chhi-gai5,,449,VH,,
6814,,;花蟳;花蟹;梭子蟹;,蠽仔,chhih8-a2,,1327,Na,,
6815,,;蟹黃;,蠽仁,chhih8-jin5,,576,Na,,
6816,,;蟹黃;,蠽膏,chhih8-ko,,692,Na,,
6819,,;惡作劇;,嗤悄,chhih-chhiauh,,484,VA,,
6830,chhim2-chhiN2-a2,;鈸;鐃鈸;,鋟醒仔,chhim2-chheN2-a2,,954,Na,,
6832,,;剛剛走;,纔纔走,chhim2-chhim2-chau2,,1409,,,
6833,,;探足;,踸腳,chhim2-kha,,771,,,
6834,,;探足;探查;,踸看,chhim2-khoaN3,,1216,VC,,
6836,,;方才;剛才;開始;,纔頭,chhim2-thau5,,2562,Dd;Nd;VL;Ng;VH,,
6837,,;打從開始;開始時;,纔頭仔,chhim2-thau5-a2,,3252,,,
6871,,;深淺;,深汱,chhim-khin2,,444,Na,,
6873,,;深閨;,深閨,chhim-kui,,600,Nc,,
6880,,;深不見底;,深瓏瓏,chhim-long-long,,1955,,,
6891,,;紅尾鶲;,深山鶲,chhim-soaN-ong,,930,,,
6936,,;冷冰冰;,凊乓乓,chhin3-piaN-piaN,,289,VI;VH,,
6966,,;親口;,親嘴,chhin-chhui3,,889,Dh,,
6978,,;鰤魚;,鯖魽,chhiN-kam,,489,,,
7000,,;色;拉風;,鶺,chhio,,528,Nf;b;VH,,
7014,,;瓦楞;,峭槽,chhio3-cho5,,228,,,
7020,,;齒冷;,笑甲落嘴齒,chhio3-kah-lak-chhui3-khi2,,3217,VH,,
7037,,;飛簷;燕尾脊;,峭脊,chhio-chit,,882,Na,,
7049,,;螫到;,螫著,chhioh-tioh8,,2155,,,
7056,,;捏泥巴;,摶土,chhiok8-thou5,,377,,,
7057,,;銳角;,峭角,chhio-kak,,411,Na,,
7061,,;台灣藍鵲;,鵲鳥,chhiok-chiau2,,2226,,,
7071,,;松雀鷹;鷂鷹;,雀鷂,chhiok-iau7,,581,,,
7076,,;好色;好色鬼;色狼;色鬼;,鶺哥,chhio-ko,,1216,Na;VH,,
7105,,;衝撞;,衝,chhiong-chong5,,560,VC,,
7152,,;益母草;,茺蔚子,chhiong-ui3-chi2,,1054,,,
7155,,;活潑;活躍;朝氣蓬勃;,鶺趒,chhio-tio5,,592,VH,,
7157,,;藤壺;,揖仔,chhip-a2,,860,,,
7173,,;抹嘴;擦嘴;,拭嘴,chhit-chhui3,,878,,,
7207,,;鰍;,鰍,chhiu,,183,b,,
7240,,;見面禮;,手襯,chhiu2-chhin3,,719,Na,,
7241,,;見面禮;,手襯仔,chhiu2-chhin3-a2,,1465,Na,,
7260,,;扶手;,手,chhiu2-hoaN7,,784,Na,,
7298,,;手腳不乾淨;,手粘,chhiu2-liam5,,2200,,,
7311,,;衣袖;袖子;,手,chhiu2-ng2,,769,Na,,
7331,,;臂膀;,手臂,chhiu2-pi3,,736,Na,,
7345,chhiu2-soh8,;手鐲;,手鐲,chhiu2-soh,,723,Na,,
7373,,;理睬;,瞅睬,chhiu3-chhai2,,268,VC,,
7374,,;追根究底;追溯;詰問;,揪,chhiu5,,580,VA;VC;VE,,
7378,chhiu5-kun-goan5,;追根究底;,揪根元,chhiu5-kin-goan5,,1030,VA,,
7379,,;詰問;盤問;,揪話,chhiu5-oe7,,820,VE,,
7380,,;起錨;,揪錠,chhiu5-tiaN3,,282,VA,,
7381,chhiu5-tiaN3,;拔錨;,揪碇,chhiu5-tiaN7,,351,,,
7434,,;椿象;,樹蜚,chhiu7-pui7,,350,,,
7460,,;理睬;,瞅睬,chhiuN2-chhai2,,244,VC,,
7488,,;嗆;,嗆,chhiuN3,,180,VH,,
7515,,;橡木;,橡木,chhiuN7-bok8,oak,316,Na,,
7516,,;下霧;,上濛,chhiuN7-bong5,,1190,,,
7528,,;橡膠;,橡奶,chhiuN7-leng,,314,Na,,
7529,chhiuN7-leng-oe5,;膠橡;,橡奶鞋,chhiuN7-leng-e5,,916,,,
7530,,;彈性;,橡奶性,chhiuN7-leng-seng3,,765,Na,,
7531,,;口香糖;,橡奶糖,chhiuN7-leng-thng5,chewing gum,685,Na,,
7532,,;橡膠土;,橡奶土,chhiuN7-leng-thou5,,578,,,
7533,,;鬆緊帶;,橡奶帶,chhiuN7-leng-toa3,,1653,Na,,
7534,,;膠皮;橡皮;橡膠;,橡奶,chhiuN7-ni,,404,Na,,
7535,chhiuN7-ni-oe5,;膠鞋;,橡奶鞋,chhiuN7-ni-e5,,1008,Na,,
7537,,;象鼻蟲;,象鼻椿,chhiuN7-phiN7-chhun,,750,Na,,
7551,,;金瘡藥;,鎗刀藥,chhiuN-to-iok8,,883,,,
7557,,;傖;,傖,chhng,,138,b,,
7587,,;抽泣;啜泣;嗆;,嗆,chhngh,,197,VA;VH,,
7617,,;辱罵;,譟,chho3,,277,VC,,
7627,,;辱罵;,譟姦撟,chho3-kan3-kiau7,,555,VC,,
7644,,;拽;,拽,chhoa7,,316,VC,,
7656,,;尿床;遺尿;,拽尿,chhoa7-lio7,,471,VA,,
7666,,;害怕;,惙,chhoah,,569,VK,,
7722,,;準備;,僎,chhoan5,prepare,373,VF;VC,,
7726,,;備料;,僎料,chhoan5-liau7,,218,,,
7727,,;備辦;準備;辦置;,僎辦,chhoan5-pan7,,531,VF;VC,,
7728,,;備妥;準備;,僎便,chhoan5-pian7,,498,VF;VC,,
7738,,;顓頊;,顓頊,chhoan-hiok,,201,,,
7740,,;痊癒;,痊癒,chhoan-ju2,,172,VH,,
7748,chhoan-si7-pou7,;銓敘部;,銓敘部,chhoan-su7-pou7,,1080,Nc,,
7789,,;辱罵;,肏,chhoh,,253,VC,,
7791,,;罵三字經;,肏姦撟,chhoh-kan3-kiau7,,922,,,
7792,,;罵三字經;,肏姦訕,chhoh-kan3-soan7,,905,,,
7835,,;蒼朮;,蒼朮,chhong-chut8,,270,,,
