ID,台語羅馬字2,華語對譯,台語漢字,台語羅馬字,英文,freq,pos_h,,
13770,,;乳齒;,gin2仔齒,gin2-a2-khi2,,1273,Na,,
13771,,;稚氣;,gin2仔氣,gin2-a2-khi3,,1484,VH,,
13772,,;小兒科;,gin2仔科,gin2-a2-kho,,1451,Nc,,
13774,,;孩子氣;稚氣;,gin2仔氣,gin2-a2-khui3,,1866,VH,,
13775,,;小孩子;幼童;,gin2仔囝,gin2-a2-kiaN2,,2434,Na,,
13776,,;兒歌;童謠;,gin2仔歌,gin2-a2-koa,,1469,Na,,
13777,,;小鬼頭;,gin2仔鬼,gin2-a2-kui2,,2393,Na,,
13778,,;小孩子;小孩子家;孩子家;,gin2仔人,gin2-a2-lang5,,4346,Na,,
13779,,;玩具;童玩;,gin2仔物,gin2-a2-mih8,,2209,Na,,
13780,,;孩子王;,gin2仔王,gin2-a2-ong5,,1846,,,
13781,,;娃娃兵;,gin2仔兵,gin2-a2-peng,,1149,,,
13782,,;小毛頭;小鬼;小鬼頭;小蘿蔔頭;毛頭小子;蘿蔔頭;,gin2仔疕,gin2-a2-phi2,,1720,Na,,
13783,,;童年玩伴;,gin2仔伴,gin2-a2-phoaN7,,2007,,,
13784,,;青少年;,gin2仔胚,gin2-a2-phoe,,1565,Na,,
13785,,;小衣裳;童裝;,gin2仔衫,gin2-a2-saN,,3035,Na,,
13786,,;孩子氣;小孩子氣;,gin2仔式,gin2-a2-sek,,2423,VH,,
13787,,;小孩子氣;幼稚;孩子氣;稚氣;,gin2仔性,gin2-a2-seng3,,2450,VH,,
13788,,;小時候;童年;,gin2仔時,gin2-a2-si5,,3259,Na;Nd,,
13789,,;童聲;,gin2仔聲,gin2-a2-siaN,,1523,,,
13790,gin2-a2-siang3,;稚氣;幼稚;孩子氣;,gin2仔相,gin2-a2-siong3,,2058,VH,,
13791,,;兒戲;童玩;,gin2仔耍,gin2-a2-sng2,,2092,Na,,
13792,,;仃;,gin2仔仃,gin2-a2-tan,,1146,b,,
13793,,;孩子頭;孩子王;,gin2仔頭,gin2-a2-thau5,,2593,,,
13794,,;青少年;,gin2仔桃,gin2-a2-tho5,,1563,Na,,
13795,,;小伙子;青少年;,gin2仔豚,gin2-a2-thun5,,1904,Na,,
13796,,;天真爛漫;孩子氣;,gin2仔tioh,gin2-a2-tioh,,2808,VH,,
13797,,;胎盤;胞衣;,gin2仔衣,gin2-a2-ui,,1316,Na,,
13799,,;睨視;凝;瞪眼;乜斜;氣憤難消;睚眥;,gin5,gin5,,718,VA;VC;Dh;b,,
13802,,;瞪眼;,gin5目,gin5-bak8,,691,VA,,
13807,,;白一眼;,gin5一下,gin5-chit8-e7,,4658,,,
13827,gun5-kho3,;元寶;銀錠;,銀kho3,gin5-kho3,,606,Na,,
13845,,;討厭;嫌惡;厭惡;,gin7,gin7,,404,VK;VJ,,
13847,,;討人嫌;,gin7人,gin7--lang5,,2849,VH,,
13848,,;厭惡;,gin7-siau5,gin7-siau5,,454,VK,,
13849,,;嫌惡;厭惡;憎惡;,恨siau5,gin7-siau5,,445,VK;VJ,,
13850,,;惡心;嫌惡;厭惡;憎惡;,gin7神,gin7-sin5,,740,Na;VK;VJ,,
13851,,;鈴鐺;,gin-giang,gin-giang,,189,Na,,
13852,,;偷一眼;瞥;,gio2,gio2,,1292,VC,,
13853,,;瞄一眼;,gio2一下,gio2-chit8-e7,,4450,,,
13854,,;蛤;,gio5,gio5,,128,b,,
13858,gio5-a2-koe,;花街;,gio5仔街,gio5-a2-ke,,1409,,,
13859,,;同名;,gio5-e5,gio5-e5,,731,,,
13897,,;即將;幾乎;,giong7,giong7,,936,Dd;Da,,
13900,,;曳;拉;,giu2,giu2,,321,VC;b,,
13903,,;拉上;,giu2起來,giu2--khi2-lai5,,2522,VR,,
13904,giu2-kun7,;拉近;,giu2近,giu2-kin7,,548,VC,,
13905,,;拉客;,giu2人客,giu2-lang5-kheh,,2566,VA,,
13906,,;扯鈴;,giu2鈴仔,giu2-leng5-a2,,1379,VA;Na,,
13907,,;拉票;,giu2票,giu2-phio3,,358,VB,,
13908,,;拉生意;,giu2生理,giu2-seng-li2,,1725,VA,,
13910,,;拉長;,giu2長,giu2-tng5,,1010,VR,,
13952,,;寶貝;,我囝我lou5,goa2-kiaN2-goa2-lou5,,3869,Na;VJ,,
13953,,;老天爺;哎呀;老天啊;我的天啊;,我piang3,goa2-piang3,,7018,I;Na,,
13954,,;老天爺;,我piang3啊,goa2-piang3--a,,4579,Na,,
13955,,;若干;,goa7,goa7,,562,Ne,,
14224,geh8-hoaN2-hoaN2,;月色矇矓;,月hoaN2-hoaN2,goeh8-hoaN2-hoaN2,,859,,,
14290,,;凱子;傻小子;,戇gian3頭,gong7-gian3-thau5,,1429,Na,,
14312,,;反應遲鈍;,戇so5,gong7-so5,,489,,,
14321,,;頑鈍;,戇tuh8,gong7-tuh8,,378,VH,,
14322,,;頑鈍;,戇tuh8-tuh8,gong7-tuh8-tuh8,,385,VH,,
14403,,;印度牛膝;,牛chhoah鼻,gu5-chhoah-phiN7,,874,,,
14425,,;公牛;,牛kang2,gu5-kang2,,677,Na,,
14426,,;天牛;,牛kang2踒,gu5-kang2-oaihN,,973,Na,,
14484,,;牛欄;,牛tiau5,gu5-tiau5,,746,Na,,
14525,,;頂撞;,ha,ha,,418,VC,,
14535,,;爻;束;綁;,ha5,ha5,,285,Na;VC;Nf,,
14541,,;承攬;,縖lang2,ha5-lang2,,300,VC,,
14554,,;下流;,下choh,ha7-choh,,996,VH,,
14615,,;吸;拮据;,hah,hah,,253,VC;VH,,
14642,,;烤;,hahN,hahN,,87,VC,,
14647,,;哈哈;,hai,hai,,180,Dh,,
14856,,;呻吟;抱怨;,haiN,haiN,,420,VA;VE,,
14858,,;振;搖;搖動;盪;,haiN3,haiN3,,402,VA;VC;b,,
14870,,;添置;購置;,hak,hak,,227,VC,,
14937,,;與;,ham,ham,,503,Ca;P3,,
14939,,;擊打;,ham2,ham2,,627,,,
14943,,;不實;泛;浮腫;荒誕離奇;馬虎;,ham3,ham3,,1816,VH,,
14946,,;浮腫;臃腫;,ham3腫,ham3-cheng2,,439,VH,,
14949,,;平平;馬馬虎虎;,ham3-ham3,ham3-ham3,,390,VH,,
14952,,;湊合;,ham3泛仔,ham3-ham3-a2,,1035,VC,,
14953,ham3-ham3-ke3,;過得去;,ham3泛過,ham3-ham3-koe3,,4685,VR,,
14954,,;可馬虎的;,ham3泛代,ham3-ham3-tai7,,2118,,,
14956,,;虛有其實;,ham3空,ham3-khang,,2158,,,
14958,,;粗率;,ham3其夸,ham3-ki5-khoa7,,562,VH,,
14960,,;放大鏡;,ham3鏡,ham3-kiaN3,,1427,Na,,
14964,,;神話;,ham3古,ham3-kou2,,815,Na,,
14966,,;水腫;,ham3貳郎,ham3-li7-nng5,,701,Na;VH,,
14968,,;空談;虛言;,ham3話,ham3-oe7,,868,VA;Na,,
14970,,;水腫;,ham3-phuh8,ham3-phuh8,,450,Na;VH,,
14971,,;浮腫;虛胖;,ham3浡,ham3-phuh8,,413,VH,,
14974,,;妄想;,ham3想,ham3-siuN7,,1768,VE,,
14977,,;籮筐;,ham3斗籠,ham3-tau2-lang2,,606,Nf,,
14979,,;放大;張大;脹大;,ham3大,ham3-toa7,,2819,VR;VC,,
14982,,;榫眼;,ham5,ham5,,325,Na,,
15030,,;連;,ham7,ham7,,408,Dd;Na;io;Da;P5;Nb;VJ;ur,,
15032,,;漢堡;,ham7肉kap,ham7-bah-kap,,938,Nc;Na,,
15045,,;腫脹;,ham-ham,ham-ham,,277,VH,,
15048,,;哄;威嚇;嚇唬;,haN2,haN2,,327,VC,,
15057,,;虛張聲勢;嚇唬;,haN2-hong5,haN2-hong5,,1048,VA;VC,,
15095,,;是啊;,haN3--na3,haN3--na3,,1345,,,
15096,,;是啊;,haN3--nou3,haN3--nou3,,1212,,,
15105,,;熱;,haN5,haN5,,339,VH,,
15106,,;還;,han5,han5,,1049,Db;VD;Dd;re;Df,,
15121,,;擱置;,懸leh,haN5-leh,,537,VC,,
15127,,;寒酸;,寒san,han5-san,,497,VH,,
15136,,;跨;跨越;,haN7,haN7,,391,VA;VC,,
15186,,;虛張聲勢;嚇唬;,hang2頭,hang2-thau5,,1283,VA;VC,,
15187,,;腫;紅腫;腫脹;,hang3,hang3,,310,VH,,
15189,,;嬰兒胖嘟嘟;,hang3奶,hang3-leng,,539,,,
15233,,;包攬;,項lang2,hang7-lang2,,431,VC,,
15249,,;烘乾;,烘ta,hang-ta,,428,VR,,
15251,,;方向盤;,han-to2-lu3,han-to2-lu3,,748,Na,,
15252,,;夏威夷;,Ha-oa-ih,Ha-oa-ih,,448,Nc,,
15253,,;吞食;呷;閒聊;蓋;,hap,hap,,540,VC,,
15311,,;伙同;,合le,hap8-le,,550,,,
15312,,;伙同;,合leh,hap8--leh,,721,,,
15328,,;合乎;,合ti7,hap8-ti7,,839,VJ,,
15332,,;斥;責怪;,hat,hat,,174,VC;b,,
15334,,;淋巴瘤;,hat8,hat8,,171,,,
15350,,;粗厚;,hau,hau,,242,VH,,
15465,,;失實;荒唐;虛假;撒謊;,hau六,hau-lak8,,937,VB;VH,,
15467,,;說謊;,hau六講,hau-lak8-kong2,,2148,VA,,
15468,,;謊言;謊話;,hau六話,hau-lak8-oe7,,1255,Na,,
15471,,;虛妄;說謊;,hau-siau5,hau-siau5,,1091,VA,,
15472,,;荒唐;虛妄;誇張;說謊;,詨siau5,hau-siau5,,1234,VA;VH,,
15473,,;謊言;,詨siau5話,hau-siau5-oe7,,845,Na,,
15474,,;那;,he,he,,1110,Ne,,
15478,,;敢情;,he m7,he m7,,788,Db,,
15480,,;吧;,he3,he3,,281,Tc,,
15577,,;嚇;,heh,heh,,269,VJ,,
15582,,;休息;停;棲息;,hehN,hehN,,436,VA;VH,,
15583,,;暑假;,hehN熱,hehN-joah8,,437,Nd,,
15584,,;休息;,hehN睏,hehN-khun3,,534,VA,,
15606,,;杜鵑鳥;,黑kok,hek8-kok,,1014,Na,,
15621,,;哮喘;氣喘;,he痀,he-ku,,631,VA;Na,,
15622,,;氣喘病;,he龜,he-ku,,809,,,
15628,,;敢情;,he-m7,he-m7,,751,Db,,
15629,,;是的;,heN7,heN7,,2412,,,
15640,,;好賭;,興kiau2,heng3 kiau2,,898,,,
15643,,;嗜酒;,興lim,heng3 lim,,326,VH,,
15644,,;好賭;,興poah,heng3 poah8,,931,,,
15652,heng3-chhuh-chhuh,;興沖沖;興趣高昂;熱中;興緻勃勃;躍躍欲試;,興chhic-h-chh,heng3-chhih-chhih,,1469,VA;VJ;VH,,
15655,heng3-phut-phut,;興沖沖;興緻勃勃;躍躍欲試;,興phut8-phut8,heng3-phut8-phut8,,462,VA;VH,,
15656,,;興沖沖;興緻勃勃;,興put8-put8,heng3-put8-put8,,298,VH,,
15661,heng3-chhit,;好玩;,興thit,heng3-thit,,1679,,,
15768,,;分贈;贈送;饋贈;,heng7,heng7,,426,VD,,
15874,,;演員;,戲kioh,hi3-kioh,,373,Na,,
15989,,;耳鳴;,耳腔tan5,hi7-khang-tan5,,682,VH,,
15996,,;勺子;杓;,hia,hia,,462,Na,,
16007,,;瓦礫;,瓦phe3,hia7-phe3,,288,Na,,
16009,,;瓦片;,瓦phoe3,hia7-phoe3,,384,Na,,
16011,hia7-san,;馬陸;蚰蜒;錢龍;蠼叟;,瓦sian,hia7-sian,,844,Na,,
16019,,;那麼;,hiah,hiah,,1514,Dh;Df,,
16023,,;前額;眉宇;,額chiaN2,hiah8-chiaN2,,601,Na,,
16028,,;那麼多;,hiah-che7,hiah-che7,,2659,,,
16030,,;那些;,hiah-e5,hiah-e5,,1745,Ne,,
16031,,;那些;,hiah個,hiah-e5,,2070,Ne,,
16032,,;那陣子;,hiah久仔,hiah-ku2-a2,,2228,,,
16033,,;受驚;嚇;,hiahN,hiahN,,425,VJ;VH,,
16034,,;漲風;,hiahN市,hiahN-chhi7,,469,Na,,
16037,,;那樣;,hiah-nih,hiah-nih,,1284,,,
16038,,;那麼;,hiah呢,hiah-nih8,,1720,Dh;Df,,
16041,,;怯場;,hiahN場,hiahN-tiuN5,,372,VH,,
16043,,;辣;,hiam,hiam,,216,VH,,
16068,,;討厭;,嫌siau5,hiam5-siau5,,439,VK,,
16069,,;青椒;辣椒;,hiam椒仔,hiam-chio-a2,,1369,Na,,
16075,,;搖晃;,hian2,hian2,,330,VA,,
16104,,;仰後;向;傾向;,hiaN3,hiaN3,,697,P6;VK;VJ,,
16105,,;腥臊味;,hian3,hian3,,275,,,
16154,hiaN5-he2,;燒火;燃火;,hiaN5火,hiaN5-hoe2,,752,VA,,
16284,,;扔;丟;投;拋;,hiat,hiat,,504,VC;VH,,
16287,,;鐘擺;,hiat仔,hiat-a2,,917,Na,,
16297,hiat--chhut-khu3,;扔出去;,hiat出去,hiat--chhut-khi3,,2828,,,
16299,,;丟石頭;,hiat石頭,hiat-chioh8-thau5,,1507,,,
16306,,;棄置;,hiat下,hiat-he7,,719,VC,,
16311,,;丟棄;,hiat-kak,hiat-kak,,516,VC,,
16312,,;丟掉;拋棄;,hiat-kak8,hiat-kak8,,648,VR;VC,,
16329,,;拋棄;撇棄;廢棄;丟掉;,hiat-sak,hiat-sak,,801,VR;VC,,
16334,,;扔掉;丟掉;,hiat掉,hiat-tiau7,,738,VR,,
16335,,;背信;背叛;翻;,hiau,hiau,,701,VA;VC;VH,,
16342,,;剝落;,hiau3,hiau3,,329,VH,,
16345,,;風騷;嬌媚感人;,hiau5,hiau5,,1276,VH,,
16350,,;多事;,hiau5腳倉,hiau5-kha-chhng,,2002,VH,,
16356,,;剝落;,hiauh,hiauh,,330,VH,,
16360,,;脫皮;脫殼;脫落;,hiauh殼,hiauh-khak,,573,VA;VH,,
16363,,;脫痂;,hiauh痞,hiauh-phi2,,273,,,
16364,hiauh-phe5,;脫皮;,hiauh皮,hiauh-phoe5,,405,VA,,
16368,,;自大;神氣;,hiau-pai,hiau-pai,,1220,VH,,
16389,,;輕佻;,嘻hiau3,hi-hiau3,,602,VH,,
16399,,;粗疏;,希hou3,hi-hou3,,761,,,
16412,,;照相;,him3,him3,,369,VB,,
16426,,;那裏頭;,hin,hin,,1068,,,
16427,,;哼;,hiN,hiN,,161,I,,
16429,,;投;投擲;拋;搖盪;盪;擺動;,hiN3,hiN3,,533,VA;VC;b,,
16430,,;盪鞦韆;,hiN3韆鞦,hiN3-chhian-chhiu,,479,VA,,
16432,,;丟掉;拋棄;丟棄;,hiN3-sak,hiN3-sak,,797,VR;VC,,
16434,,;拋棄;,hiN3掉,hiN3-tiau7,,446,VC,,
16441,,;暈眩;,眩gong5,hin5-gong5,,213,VH,,
16457,hun7-be7-tit,;恨不得;,恨be7得,hin7-be7-tit,,2811,VK,,
16487,,;扁柏;,hi-nou2-khi3,hi-nou2-khi3,,815,Na,,
16536,,;休息;,歇sian7,hioh-sian7,,588,VA,,
16615,,;倉皇;莽撞;,hiong狂,hiong-kong5,,536,VH,,
16648,,;是的;是嗎;,hiou3,hiou3,,2614,,,
16686,,;那;,hit,hit,,999,Ne,,
16688,,;鐘擺;,hit仔,hit-a2,,1070,Na,,
16691,,;甩手;,hit手,hit-chhiu2,,848,VA,,
16713,,;那邊;,hit-peng5,hit-peng5,,1314,,,
16732,,;甩;溴;撒;灑;,hiu3,hiu3,,295,Na;VC,,
16735,,;灑香水;,hiu3芳水,hiu3-phang-chui2,,1425,,,
16752,,;瘦;,hiuN,hiuN,,181,VH,,
16770,,;香灰;,香hu,hiuN-hu,,573,Na,,
16810,,;嗡嗡聲;,hm,hm,,170,Na,,
16811,,;嗯;,hm3,hm3,,71,I,,
16812,,;唔;,hm5,hm5,,67,Dh,,
16821,,;擊;,hmh,hmh,,88,VC,,
16823,,;沈默寡言;,hmh8,hmh8,,196,VH,,
16828,,;挑選;嗡嗡聲;,hng,hng,,405,Na;VC,,
16833,,;啍;,hng2,hng2,,57,,,
16846,,;遙遠;,遠lo-lo,hng7-lo-lo,,530,VH,,
16849,,;荒蕪;,荒hiN3,hng-hiN3,,218,VH,,
16855,,;悶;,ho,ho,,592,VH,,
16858,,;好歹;,好bai2,ho2-bai2,,2373,Db,,
16884,ho2-thit-tho5,;好玩兒;,好chhit-tho5,ho2-chhit-tho5,,3317,,,
16887,,;好榜樣;,好chhoa7頭,ho2-chhoa7-thau5,,2911,,,
16909,,;妥為;,好好ka7,ho2-ho2-ka7,,2263,Dh,,
16969,,;好嗎;,好m7,ho2-m7,,2600,,,
17025,,;喔;,ho5,ho5,,564,I;Tc,,
17094,,;豌豆;,ho5-lin5豆,ho5-lin5-tau7,,737,Na,,
17124,,;櫻花鉤吻鮭;,河tai7,ho5-tai7,,885,,,
17179,,;化;花;熄;,hoa,hoa,,526,Na;VC;VG;Nb;VH,,
17245,,;步;跨步;,hoah8,hoah8,,248,Nf;Dh,,
17247,,;跨出;,hoah8出,hoah8-chhut,,913,VR,,
17248,,;跨越;,hoah8路,hoah8-ke3,,882,VC,,
17250,,;跨進;,hoah8入,hoah8-liap8,,572,,,
17251,,;縱步;,hoah8步,hoah8-pou7,,395,,,
17260,,;吶喊;,喝hut,hoah-hut,,548,VA,,
17261,,;吵吵鬧鬧;吶喊;喝道;跑龍套;幫腔助勢;,喝i-o,hoah-i-o,,1782,VA,,
17262,,;吶喊;幫腔;,喝iu2-ho7,hoah-iu2-ho7,,1134,VA,,
17263,,;龍套;,喝iu2-o5-e5,hoah-iu2-o5-e5,,1212,Na,,
17296,,;擰眉豎眼;,橫眉khia7目,hoaiN5-bai5-khia7-bak8,,1089,,,
17329,hoa-khu3,;熄滅;,hoa去,hoa-khi3,,1268,VH,,
17330,hoa--khu3,;熄滅;,hoa去,hoa--khi3,,1342,VH,,
17341,,;閃避言語;掩飾;,hoaN2,hoaN2,,493,VC,,
17355,,;受潮;,返chhi5,hoan2-chhi5,,440,VH,,
17492,,;主持;扶;按攀;掌理;掌管;駕駛;攀扶;,hoaN7,hoaN7,,750,Na;VC,,
17502,,;掌管;掌權;,hoaN7手頭,hoaN7-chhiu2-thau5,,1376,VA;VC,,
17505,,;理財;,hoaN7錢,hoaN7-chiN5,,498,VA,,
17520,,;持家;理家;當家;管家;,hoaN7家,hoaN7-ke,,1924,VA;Na;Nb,,
17521,,;當家的;,hoaN7家的,hoaN7-ke--e5,,4829,,,
17522,,;掌管家事;當家;,hoaN7家事,hoaN7-ke-su7,,2496,VA,,
17523,,;犯疑;,犯khia,hoan7-khia,,405,VH,,
17527,,;指揮;,hoaN7鼓板,hoaN7-kou2-pan2,,589,Na;VC,,
17538,,;主持;掌管;操盤;,hoaN7盤,hoaN7-poaN5,,449,VC,,
17545,,;兼祧;,hoaN7雙祧,hoaN7-siang-thiau7,,375,VJ,,
17546,,;管帳;,hoaN7數,hoaN7-siau3,,472,,,
17549,,;助膽;壯膽;,hoaN7膽,hoaN7-taN2,,325,VB,,
17551,,;主持;掌理;掌管;,hoaN7頭,hoaN7-thau5,,1033,VC,,
17552,,;管理店務;,hoaN7店,hoaN7-tiam3,,575,,,
17553,,;掌廚;,hoaN7鼎,hoaN7-tiaN2,,294,VA,,
17554,,;打定;,hoaN7定,hoaN7-tiaN7,,741,VR,,
17559,,;掌舵;,hoaN7舵,hoaN7-toa7,,378,VA,,
17561,hoan7-tu2-se3,;興許;,凡tu2勢,hoan7-tu2-si3,,970,,,
17632,,;紛亂;,番ki7-ka7,hoan-ki7-ka7,,1095,VH,,
17680,,;乖謬;糊塗;蠻橫不講理;,番thai2,hoan-thai2,,2386,VH,,
17717,,;發不出;,發be7出,hoat-be7-chhut,,2660,VR,,
17737,,;酒疹發作;,發酒hong5,hoat-chiu2-hong5,,1260,,,
17766,,;惱火;發火;發炎;,發hong5,hoat-hong5,,1053,VH,,
17885,,;丟眼色;眼花;,hoe2目,hoe2-bak8,,1207,VB;VH,,
17928,he2-hoa,;泡湯;砸鍋;,火hoa,hoe2-hoa,,688,VB;VH,,
17930,he2-hoa-khu3,;沒戲唱;熄火;,火hoa去,hoe2-hoa-khi3,,2236,VH,,
17931,he2-hong5,;肝氣;,火hong5,hoe2-hong5,,1037,,,
17933,he2-hu,;灰燼;死灰;,火hu,hoe2-hu,,809,Na,,
17935,he2-hu-keng,;灰棚;柴房;,火hu間,hoe2-hu-keng,,1155,,,
17945,he2-hu-sek,;灰色;,火hu色,hoe2-hu-sek,,1112,Na,,
17947,he2-hu-seng3,;火性;,火hu性,hoe2-hu-seng3,,1055,Na,,
17970,he2-khiat-a2,;火星塞;打火機;,火khiat仔,hoe2-khiat-a2,,1889,Na,,
18035,he2-sio-liu,;燒焦;,火燒liu,hoe2-sio-liu,,1041,VR,,
18065,he2-toh8,;著火;,火toh8,hoe2-toh8,,1159,VH,,
18124,,;拂;拖;擦拭;,hoe5,hoe5,,421,VC,,
18227,,;道歉;賠不是;謝罪;,會m7著,hoe7-m7-tioh8,,5601,VB,,
18365,,;混亂;,花ko5,hoe-ko5,,1003,VH,,
18434,,;火花塞;火星塞;,火that,hoe-that,,898,Na,,
18448,,;悶熱;,hoh,hoh,,556,VH,,
18453,,;暖和;溫溫的;,ho-ho,ho-ho,,2921,VH,,
18574,,;好色;,好thit,hoN3-thit,,1756,VH,,
18633,,;火氣;發炎;,hong5,hong5,,827,Na;VH,,
18667,,;嚇;,惶hiahN,hong5-hiahN,,638,VJ,,
18675,,;冒火;惱火;發火;發炎;,hong5發,hong5-hoat,,1021,VH,,
18823,hong-chhui3-phe2,;打耳光;打嘴巴;,hong嘴phoe2,hong-chhui3-phoe2,,1788,,,
18845,,;荒唐;荒謬;,荒ham3,hong-ham3,,891,VH,,
18925,,;吹噓;,風ku,hong-ku,,1207,VE,,
19045,,;大馬蹄草;虎咬hong5;金錢薄荷;,虎咬hong5,hou2-ka7-hong5,,2511,,,
19089,,;虎穴;,虎siu7,hou2-siu7,,571,Nc,,
19110,,;水管;,hou3-su3管,hou3-su3-kong2,,919,Na,,
19115,,;打撈;胡;掏取;瓢;,hou5,hou5,,849,VC;Nf;Nb,,
19123,,;落腮鬍;,鬍鬚e5,hou5-chhiu--e5,,1021,,,
19128,,;馬虎;,糊ham3,hou5-ham3,,548,VH,,
19163,,;互;使;使得;給予;給與;讓;,hou7,hou7,,2991,VD;P0;Dh;VL,,
19212,,;披肩;,護肩kah,hou7-keng-kah,,1840,Na,,
19217,,;坎肩;,護肩kah,hou7-kian-kah,,1614,Na,,
19231,,;挨打;,hou7人拍,hou7-lang5-phah,,3206,VB,,
19307,,;荷爾蒙;,hou-lu2-bong2,hou-lu2-bong2,,612,Na,,
19310,,;吧;嗡嗡聲;,houN,houN,,295,Na;Tc,,
19326,,;旅社;旅館;,hou-te2-lu3,hou-te2-lu3,hotel,577,Nc,,
19327,,;撫痛;,hu,hu,,269,,,
19333,,;弄碎食物;,hu2,hu2,,509,,,
19342,,;浴室;,hu2-lo2間,hu2-lo2-keng,,756,Nc,,
19485,hu7-hu7-hiong2,;呼呼作響;,hu7-hu7響,hu7-hu7-hiang2,,460,,,
19525,,;呼嘯;,hu-hu吼,hu-hu-hau2,,318,VA,,
19586,,;軟片;,hui5-lu2-mu3,hui5-lu2-mu3,,438,Na,,
19635,,;虛弱;,虛lam2,hu-lam2,,415,VH,,
19834,,;煙灰缸;,煙khok仔,hun-khok-a2,,1305,Na,,
19959,,;擊斃;,hut死,hut-si2,,486,VC,,
19976,,;椅墊;,椅chu7,i2-chu7,,508,Na,,
19988,,;椅套;,椅kham3,i2-kham3,,518,Na,,
20021,,;倒胃口;飫;膩煩;,i3,i3,,622,VI;b;VH,,
20053,,;意想不到;,意想be7到,i3-siong2-be7-kau3,,5775,VK,,
20116,,;玩;預;,i7,i7,,1032,Dd;VC,,
20154,,;要玩了;開始玩;,i7啦,i7--lah,,3805,,,
20186,,;野貍貓;,野ba5,ia2-ba5,,840,,,
20235,,;厭倦;厭煩;,ia3,ia3,,353,VK;VJ,,
20238,,;懨懨;,ia3-ia3,ia3-ia3,,176,,,
20239,,;疲備;悶倦;厭倦;,ia3落落,ia3-lak-lak,,901,VJ,,
20242,,;困倦;委頓;疲倦;勞累;煩膩;厭倦;膩煩;,厭sian7,ia3-sian7,,855,VI;VJ;VH,,
20243,,;懶得;,ia3得,ia3--tit,,1137,VL,,
20301,,;而;挖;,iah,iah,,780,Ca;VC;Cb,,
20317,,;揭穿;,iah8開,iah8--khui,,971,VC,,
20336,,;不成;,抑m7是,iah-m7-si7,,3997,VH,,
20398,,;炎燒;,焰焰toh8,iam7-iam7-toh8,,465,,,
20421,,;鮪;,ian,ian,,403,Na,,
20428,,;角力;推;,ian2,ian2,,507,VA;Na;VC,,
20475,,;推;,偃sak,ian2-sak,,414,VC,,
20511,,;定置漁網;,ian5仔chan,ian5-a2-chan,,1078,,,
20519,,;延滯;延遲;,延chhian5,ian5-chhian5,,362,VA;VH,,
20544,,;賭贏;,贏kiau2,iaN5-kiau2,,345,VR,,
20562,,;削鉛筆機;,鉛筆khau,ian5-pit-khau,,629,,,
20586,,;呼扇;揚;,iaN7,iaN7,,283,VC,,
20653,,;背;背負;神氣;趾高氣昂;揹;,iang7,iang7,,977,Na;VC;VH,,
20668,,;引擎;,ian-jin2,ian-jin2,,306,Na,,
20698,,;垂頭喪氣;無精打彩;,iap-chhih-gang2,iap-chhih-gang2,,1429,VH,,
20710,,;招手;搧;,iat8,iat8,,456,VA;VC,,
20713,iat8-he2,;搧火;搧燃;,iat8火,iat8-hoe2,,689,,,
20715,,;搧風;,iat8風,iat8-hong,,1217,VA,,
20717,,;搧扇子;,iat8葵扇,iat8-khoe5-siN3,,500,,,
20720,,;搧扇子;,iat8扇,iat8-siN3,,433,,,
20722,,;飢;餓;,iau,iau,,448,b;VH,,
20727,,;尚早;還早;,猶早leh,iau2-cha2-leh,,1797,,,
20744,,;尚在;,猶ti7-leh,iau2-ti7-leh,,3392,VC;VG,,
20787,,;飢餓;,iau餓,iau-go7,,559,VH,,
20789,,;飢饉;飢荒;,iau荒,iau-hng,,394,Na,,
20791,,;飢腸轆轆;,iau揜揜,iau-hop8-hop8,,256,VH,,
20795,,;餓鬼;,iau監囚,iau-kaN-siu5,,554,Na,,
20799,,;飢寒交迫;飢寒;,iau寒餓,iau-koaN5-go7,,754,Na;VH,,
20800,iau-ke3-ki,;餓過頭;,iau過飢,iau-koe3-ki,,4039,,,
20801,,;餓得慌;精神錯亂;,iau狂,iau-kong5,,1416,,,
20802,,;貪吃鬼;愛吃鬼;嘴饞;餓鬼;吝嗇;饞鬼;,iau鬼,iau-kui2,,2564,Na;VH,,
20803,,;嘴饞;饞嘴;,iau鬼嘴,iau-kui2-chhui3,,1731,VH,,
20804,,;貪吃鬼;,iau牢,iau-lo5,,3302,,,
20805,,;餓鬼;,iau羅,iau-lo5,,2903,Na,,
20807,,;飢腸轆轆;,iau瘼瘼,iau-mouh-mouh,,309,VH,,
20808,,;貓叫;,iauN,iauN,,453,,,
20809,,;胡鬧;無理取鬧;瞎吵;瞎鬧;哭鬧不休;,iau飽吵,iau-pa2-chha2,,2697,VA,,
20810,,;餓得慌;,iau-sa3-sa3,iau-sa3-sa3,,940,,,
20811,,;嘴饞;饞嘴;,iau饞,iau-sai5,,426,VH,,
20812,,;餓死;,iau死,iau-si2,,900,VR,,
20815,,;妄想;,iau想,iau-siuN7,,1645,VE,,
20816,,;貪吃;,iau燥,iau-so3,,943,VH,,
20817,,;精神錯亂;,iau燥亂,iau-so3-loan7,,842,,,
20818,,;飢腸轆轆;,iau燥燥,iau-so3-so3,,340,VH,,
20882,,;蔭蔽;,蔭kham3,im3-kham3,,286,,,
20943,,;淹沒;,淹kham3,im-kham3,,764,VC,,
